SKU,Brand_Desc,Product_Category,Date range,Ranking (By net sales),Net Sales,Net Sales Items,Transaction,ATV,ASP,Net Sales Contribution,Net Sales Items Contribution,Brand
1115452,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1115368,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1115417,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1115326,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1115410,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1125378,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1099814,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1099765,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2527,307.48,1,1,307.48,307.48,0.00007,0.000034,PROP
1106324,BOOTS VITAMINS,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2536,306.27,1,1,306.27,306.27,0.000069,0.000034,BOOTS
1021036,J&J,BABY (EXCL FOOD,"Jan 01, 2026 - Jan 31, 2026",2537,305.61,3,3,101.87,101.87,0.000069,0.000101,PROP
2389836,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",2537,305.61,3,3,101.87,101.87,0.000069,0.000101,PROP
1129802,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2539,305.05,2,1,305.05,152.525,0.000069,0.000067,ไม่พบข้อมูล
2700485,BOOTS VITAMIN C,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2540,305,2,2,152.5,152.5,0.000069,0.000067,BOOTS
2386047,Finale,Footcare,"Jan 01, 2026 - Jan 31, 2026",2541,304.68,2,2,152.34,152.34,0.000069,0.000067,PROP
1109229,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2542,303.74,1,1,303.74,303.74,0.000069,0.000034,BOOTS
2713153,Goody,Hair Accessorie,"Jan 01, 2026 - Jan 31, 2026",2542,303.74,3,3,101.246667,101.246667,0.000069,0.000101,PROP
1070190,PASTEL,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",2542,303.74,13,3,101.246667,23.364615,0.000069,0.000438,PROP
1110440,Soap & Glory,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2545,303.27,1,1,303.27,303.27,0.000069,0.000034,BOOTS
1110447,Soap & Glory,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2545,303.27,1,1,303.27,303.27,0.000069,0.000034,BOOTS
1083812,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2547,302.93,1,1,302.93,302.93,0.000068,0.000034,BOOTS
2754666,No7,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2548,302.8,1,1,302.8,302.8,0.000068,0.000034,BOOTS
2715474,VISTRA,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",2549,302.22,2,1,302.22,151.11,0.000068,0.000067,PROP
8717397,BOOTS FIRST AID,First Aid,"Jan 01, 2026 - Jan 31, 2026",2550,301.61,9,6,50.268333,33.512222,0.000068,0.000303,BOOTS
2776716,Shokubutsu,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2551,301.4,5,4,75.35,60.28,0.000068,0.000168,PROP
1101606,BOOTS VITAMINS,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2551,301.4,2,2,150.7,150.7,0.000068,0.000067,BOOTS
2776708,Shokubutsu,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2551,301.4,5,4,75.35,60.28,0.000068,0.000168,PROP
0022217,BERLIN,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2554,300.93,2,1,300.93,150.465,0.000068,0.000067,PROP
1114675,BANOBAGI,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2554,300.93,7,5,60.186,42.99,0.000068,0.000236,PROP
2639743,PIMSUPA,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",2556,299.08,4,4,74.77,74.77,0.000068,0.000135,PROP
2173395,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2557,299.07,2,1,299.07,149.535,0.000068,0.000067,BOOTS
2668050,NATEAR,Eyecare,"Jan 01, 2026 - Jan 31, 2026",2557,299.07,1,1,299.07,299.07,0.000068,0.000034,PROP
1091148,PEE PAE KOE,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",2557,299.07,4,1,299.07,74.7675,0.000068,0.000135,PROP
2191289,Futuro,First Aid,"Jan 01, 2026 - Jan 31, 2026",2557,299.07,1,1,299.07,299.07,0.000068,0.000034,PROP
1101599,BOOTS FOOD SUPPLEMENT,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",2561,299.02,1,1,299.02,299.02,0.000068,0.000034,BOOTS
2547237,Air X,OTC Gastro,"Jan 01, 2026 - Jan 31, 2026",2562,298.97,5,4,74.7425,59.794,0.000068,0.000168,PROP
5465036,TED BAKER,Mens,"Jan 01, 2026 - Jan 31, 2026",2563,298.83,3,3,99.61,99.61,0.000068,0.000101,3
2183960,Mega,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2564,298.13,1,1,298.13,298.13,0.000067,0.000034,PROP
1064359,Banana Boat,Suncare,"Jan 01, 2026 - Jan 31, 2026",2564,298.13,1,1,298.13,298.13,0.000067,0.000034,PROP
1099954,Oilatum,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",2564,298.13,1,1,298.13,298.13,0.000067,0.000034,PROP
1024704,ACNE-AID,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",2564,298.13,1,1,298.13,298.13,0.000067,0.000034,PROP
1097280,Jergens,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2564,298.13,1,1,298.13,298.13,0.000067,0.000034,PROP
1098400,L'Oreal,Haircare,"Jan 01, 2026 - Jan 31, 2026",2564,298.13,1,1,298.13,298.13,0.000067,0.000034,PROP
2681561,Fresh Light,Haircare,"Jan 01, 2026 - Jan 31, 2026",2564,298.13,2,1,298.13,149.065,0.000067,0.000067,PROP
2129035,BOOTS CUCUMBER,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,4,2,148.6,74.3,0.000067,0.000135,BOOTS
1097007,MIZUMI,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,2,2,148.6,148.6,0.000067,0.000067,PROP
1086759,BOOTS INGREDIENTS,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,4,2,148.6,74.3,0.000067,0.000135,BOOTS
1123509,Mistine,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,2,2,148.6,148.6,0.000067,0.000067,PROP
2761158,Sensodyne,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,2,2,148.6,148.6,0.000067,0.000067,PROP
1116411,ELLIPS,Haircare,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,4,2,148.6,74.3,0.000067,0.000135,PROP
1070806,Clairol Herbal Essences,Haircare,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,2,2,148.6,148.6,0.000067,0.000067,PROP
1126575,CATHY DOLL,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2571,297.2,2,2,148.6,148.6,0.000067,0.000067,PROP
1066480,VISTRA,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2579,296.28,2,2,148.14,148.14,0.000067,0.000067,PROP
1110412,Soap & Glory,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2580,295.53,1,1,295.53,295.53,0.000067,0.000034,BOOTS
1110426,Soap & Glory,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2580,295.53,1,1,295.53,295.53,0.000067,0.000034,BOOTS
1114556,Nivea,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",2582,295.33,4,2,147.665,73.8325,0.000067,0.000135,PROP
2352770,Nivea,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",2583,295.32,4,3,98.44,73.83,0.000067,0.000135,PROP
1116418,ELLIPS,Haircare,"Jan 01, 2026 - Jan 31, 2026",2583,295.32,4,3,98.44,73.83,0.000067,0.000135,PROP
3030431,BOOTS VITAMIN C,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2583,295.32,8,4,73.83,36.915,0.000067,0.000269,BOOTS
1097294,Jergens,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2586,295.08,1,1,295.08,295.08,0.000067,0.000034,PROP
2058384,UNISON,OTC Gastro,"Jan 01, 2026 - Jan 31, 2026",2587,294.4,21,3,98.133333,14.019048,0.000067,0.000707,PROP
2552710,Sparkle,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2588,294.39,8,5,58.878,36.79875,0.000067,0.000269,PROP
1115956,RHEUMANOX,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2588,294.39,9,1,294.39,32.71,0.000067,0.000303,PROP
0151031,CARDURA,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2588,294.39,1,1,294.39,294.39,0.000067,0.000034,PROP
1102537,AMSEL,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",2591,294.02,1,1,294.02,294.02,0.000066,0.000034,PROP
8705941,FCUK,Mens,"Jan 01, 2026 - Jan 31, 2026",2592,293.72,2,2,146.86,146.86,0.000066,0.000067,3
1102180,DOI KHAM,IMPULSE,"Jan 01, 2026 - Jan 31, 2026",2593,292.06,2,2,146.03,146.03,0.000066,0.000067,PROP
2566959,OKAMOTO,Family Planning,"Jan 01, 2026 - Jan 31, 2026",2594,291.6,6,5,58.32,48.6,0.000066,0.000202,PROP
1096034,Dentiste,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2595,290.59,1,1,290.59,290.59,0.000066,0.000034,PROP
1071289,WET BRUSH,Hair Accessorie,"Jan 01, 2026 - Jan 31, 2026",2596,289.72,1,1,289.72,289.72,0.000065,0.000034,PROP
1078408,Nivea,Suncare,"Jan 01, 2026 - Jan 31, 2026",2597,288.79,1,1,288.79,288.79,0.000065,0.000034,PROP
2542340,Sofy,Feminine Hygien,"Jan 01, 2026 - Jan 31, 2026",2598,288.78,14,11,26.252727,20.627143,0.000065,0.000472,PROP
1085233,Rexona,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",2599,287.15,4,3,95.716667,71.7875,0.000065,0.000135,PROP
1126344,GLAD2GLOW,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2600,286.6,2,1,286.6,143.3,0.000065,0.000067,PROP
4260295,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2601,286.47,1,1,286.47,286.47,0.000065,0.000034,BOOTS
6961460,BOOTS STYLING,Haircare,"Jan 01, 2026 - Jan 31, 2026",2602,286.17,3,3,95.39,95.39,0.000065,0.000101,BOOTS
2769353,LIFEFORD,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2603,285.98,2,2,142.99,142.99,0.000065,0.000067,PROP
1083623,DIFFLAM,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",2604,285.05,5,5,57.01,57.01,0.000064,0.000168,PROP
1023402,Polident,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2605,284.11,2,1,284.11,142.055,0.000064,0.000067,PROP
2493412,RABBIT,BABY (EXCL FOOD,"Jan 01, 2026 - Jan 31, 2026",2606,283.16,15,15,18.877333,18.877333,0.000064,0.000505,PROP
1088859,BOOTS NATURE'S SERIES,Haircare,"Jan 01, 2026 - Jan 31, 2026",2607,281.14,3,2,140.57,93.713333,0.000064,0.000101,BOOTS
2199549,Blistex,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2608,280.38,2,2,140.19,140.19,0.000063,0.000067,PROP
0131041,DRAMAMINE,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2609,280.37,12,5,56.074,23.364167,0.000063,0.000404,PROP
2548608,BOOTS SMILE,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2609,280.37,8,2,140.185,35.04625,0.000063,0.000269,BOOTS
0067017,FLUCOZOLE,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2609,280.37,5,1,280.37,56.074,0.000063,0.000168,PROP
2748003,YU YEE,Complementry Me,"Jan 01, 2026 - Jan 31, 2026",2609,280.37,4,1,280.37,70.0925,0.000063,0.000135,PROP
1072108,SANDOZ,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2609,280.37,1,1,280.37,280.37,0.000063,0.000034,PROP
1116978,FILA,Mens,"Jan 01, 2026 - Jan 31, 2026",2609,280.37,4,3,93.456667,70.0925,0.000063,0.000135,PROP
0114043,MOBIC,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2609,280.37,2,1,280.37,140.185,0.000063,0.000067,PROP
2597374,KIREI,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2616,280.36,4,4,70.09,70.09,0.000063,0.000135,PROP
1087165,BOOTS NATURE'S SERIES,Haircare,"Jan 01, 2026 - Jan 31, 2026",2617,279.71,3,2,139.855,93.236667,0.000063,0.000101,BOOTS
1110643,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
2313295,Neutrogena,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
2264286,L'Oreal,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
1117895,SCHWARZKORF,Haircare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,2,1,279.44,139.72,0.000063,0.000067,PROP
2685842,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
1111931,COLAB,Haircare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
1745069,No7,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,BOOTS
1077589,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
2703298,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
1120513,Rojukiss,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
1096573,DR.PONG,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
2703255,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
0091061,Alcon,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,1,1,279.44,279.44,0.000063,0.000034,PROP
5270332,BOOTS SPF+,Suncare,"Jan 01, 2026 - Jan 31, 2026",2618,279.44,2,1,279.44,139.72,0.000063,0.000067,BOOTS
1076623,BROWIT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
1110167,Axe,Mens,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
2753562,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
1089503,MEE,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
1124986,SRICHAND,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
2293588,Neutrogena,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
1084764,BROWIT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
1124944,SRICHAND,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,1,278.5,139.25,0.000063,0.000067,PROP
1111875,MADAME LOUISE,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2632,278.5,2,2,139.25,139.25,0.000063,0.000067,PROP
2282659,Blackmores,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2641,278.41,1,1,278.41,278.41,0.000063,0.000034,PROP
1098152,BOOTS COLLAGENESE,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2642,278.04,1,1,278.04,278.04,0.000063,0.000034,BOOTS
1093101,BABY BRIGHT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2643,277.57,3,1,277.57,92.523333,0.000063,0.000101,PROP
1070673,BABY BRIGHT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2643,277.57,3,2,138.785,92.523333,0.000063,0.000101,PROP
1065353,ONE CARE,First Aid,"Jan 01, 2026 - Jan 31, 2026",2643,277.57,3,2,138.785,92.523333,0.000063,0.000101,PROP
1001008,BOOTS FIRST AID,First Aid,"Jan 01, 2026 - Jan 31, 2026",2646,277.56,3,3,92.52,92.52,0.000063,0.000101,BOOTS
2054214,Durex,Family Planning,"Jan 01, 2026 - Jan 31, 2026",2646,277.56,3,3,92.52,92.52,0.000063,0.000101,PROP
1109383,17.,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2646,277.56,4,4,69.39,69.39,0.000063,0.000135,BOOTS
2243091,BOOTS BABY,BABY (EXCL FOOD,"Jan 01, 2026 - Jan 31, 2026",2646,277.56,6,4,69.39,46.26,0.000063,0.000202,BOOTS
1121059,Pantene,Haircare,"Jan 01, 2026 - Jan 31, 2026",2646,277.56,3,3,92.52,92.52,0.000063,0.000101,PROP
1111910,D-NEE,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2651,276.79,3,1,276.79,92.263333,0.000063,0.000101,PROP
1090490,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2652,276.41,2,1,276.41,138.205,0.000062,0.000067,BOOTS
4384695,BOOTS VITAMINS,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2653,276.34,1,1,276.34,276.34,0.000062,0.000034,BOOTS
2527090,Tylenol,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",2654,275.94,5,5,55.188,55.188,0.000062,0.000168,PROP
1084757,BROWIT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2655,275.71,2,2,137.855,137.855,0.000062,0.000067,PROP
1103706,PROTRIVA,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2656,275.7,1,1,275.7,275.7,0.000062,0.000034,PROP
1065444,WET BRUSH,Hair Accessorie,"Jan 01, 2026 - Jan 31, 2026",2656,275.7,1,1,275.7,275.7,0.000062,0.000034,PROP
2557836,Smooth E,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2656,275.7,1,1,275.7,275.7,0.000062,0.000034,PROP
2333881,Gatsby,Haircare,"Jan 01, 2026 - Jan 31, 2026",2659,274.77,3,3,91.59,91.59,0.000062,0.000101,PROP
2715881,PARACAP,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",2660,274.72,21,12,22.893333,13.081905,0.000062,0.000707,PROP
1108438,DR.RAY,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2661,274.65,5,5,54.93,54.93,0.000062,0.000168,PROP
8948968,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2662,273.36,1,1,273.36,273.36,0.000062,0.000034,BOOTS
0022004,Cafergot,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2663,272.9,4,1,272.9,68.225,0.000062,0.000135,PROP
4792149,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2663,272.9,1,1,272.9,272.9,0.000062,0.000034,BOOTS
1102740,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2663,272.9,1,1,272.9,272.9,0.000062,0.000034,BOOTS
0114036,Voltaren,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2663,272.9,1,1,272.9,272.9,0.000062,0.000034,PROP
2648939,TIGERPLAST,First Aid,"Jan 01, 2026 - Jan 31, 2026",2667,271.04,5,4,67.76,54.208,0.000061,0.000168,PROP
1097448,Gatsby,Haircare,"Jan 01, 2026 - Jan 31, 2026",2668,271.03,1,1,271.03,271.03,0.000061,0.000034,PROP
2416108,BIFESTA,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2668,271.03,1,1,271.03,271.03,0.000061,0.000034,PROP
1116495,BIFESTA,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2668,271.03,1,1,271.03,271.03,0.000061,0.000034,PROP
2490863,BIFESTA,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2668,271.03,1,1,271.03,271.03,0.000061,0.000034,PROP
1097455,Gatsby,Haircare,"Jan 01, 2026 - Jan 31, 2026",2668,271.03,1,1,271.03,271.03,0.000061,0.000034,PROP
1091547,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2673,270.09,1,1,270.09,270.09,0.000061,0.000034,PROP
1072857,Bio Oil,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2673,270.09,1,1,270.09,270.09,0.000061,0.000034,PROP
2767393,DHC,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2675,269.16,1,1,269.16,269.16,0.000061,0.000034,PROP
2392624,Tiger Balm,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",2675,269.16,3,2,134.58,89.72,0.000061,0.000101,PROP
1126218,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",2675,269.16,1,1,269.16,269.16,0.000061,0.000034,PROP
1097336,Jergens,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2678,267.34,1,1,267.34,267.34,0.00006,0.000034,PROP
1090896,MINZZ,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",2679,267.26,19,6,44.543333,14.066316,0.00006,0.00064,PROP
1096027,Dentiste,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2680,266.37,4,4,66.5925,66.5925,0.00006,0.000135,PROP
5590833,BOOTS FIRST AID,First Aid,"Jan 01, 2026 - Jan 31, 2026",2680,266.37,6,3,88.79,44.395,0.00006,0.000202,BOOTS
2528496,Banana Boat,Suncare,"Jan 01, 2026 - Jan 31, 2026",2680,266.37,3,3,88.79,88.79,0.00006,0.000101,PROP
2626501,POCARE,Suncare,"Jan 01, 2026 - Jan 31, 2026",2683,266.36,2,1,266.36,133.18,0.00006,0.000067,PROP
1095901,BOOTS VITAMINS,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2683,266.36,2,1,266.36,133.18,0.00006,0.000067,BOOTS
2680921,Polident,DENTAL,"Jan 01, 2026 - Jan 31, 2026",2683,266.36,1,1,266.36,266.36,0.00006,0.000034,PROP
2624789,Alcon,Eyecare,"Jan 01, 2026 - Jan 31, 2026",2683,266.36,1,1,266.36,266.36,0.00006,0.000034,PROP
8665850,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2687,266.25,1,1,266.25,266.25,0.00006,0.000034,BOOTS
1094004,BOOTS BATH BODY HAIR,Haircare,"Jan 01, 2026 - Jan 31, 2026",2688,266.13,3,3,88.71,88.71,0.00006,0.000101,BOOTS
1108347,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",2689,265.52,1,1,265.52,265.52,0.00006,0.000034,PROP
1067173,CATHY DOLL,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2690,264.31,3,2,132.155,88.103333,0.00006,0.000101,PROP
3029794,BOOTS VITAMIN C,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2691,264.19,6,4,66.0475,44.031667,0.00006,0.000202,BOOTS
1103909,CATHY DOLL,Beauty Accs,"Jan 01, 2026 - Jan 31, 2026",2692,261.94,1,1,261.94,261.94,0.000059,0.000034,PROP
2757746,J&J,BABY (EXCL FOOD,"Jan 01, 2026 - Jan 31, 2026",2693,261.7,1,1,261.7,261.7,0.000059,0.000034,PROP
0103004,VERRUMAL,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2694,261.68,1,1,261.68,261.68,0.000059,0.000034,PROP
2575265,PAK FAH YEOW,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",2694,261.68,2,1,261.68,130.84,0.000059,0.000067,PROP
0063015,ZITHROMAX,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2694,261.68,1,1,261.68,261.68,0.000059,0.000034,PROP
1083819,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2694,261.68,1,1,261.68,261.68,0.000059,0.000034,BOOTS
1107969,Pantene,Haircare,"Jan 01, 2026 - Jan 31, 2026",2694,261.68,8,7,37.382857,32.71,0.000059,0.000269,PROP
1102754,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",2694,261.68,1,1,261.68,261.68,0.000059,0.000034,BOOTS
0051042,CERAZETTE,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",2694,261.68,1,1,261.68,261.68,0.000059,0.000034,PROP
1103741,VICKS,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",2701,261.67,7,6,43.611667,37.381429,0.000059,0.000236,PROP
1102579,AMSEL,Vitamin,"Jan 01, 2026 - Jan 31, 2026",2702,261.6,3,1,261.6,87.2,0.000059,0.000101,PROP
1088117,L'Oreal,Suncare,"Jan 01, 2026 - Jan 31, 2026",2703,260.75,1,1,260.75,260.75,0.000059,0.000034,PROP
1058927,Bio Oil,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2703,260.75,1,1,260.75,260.75,0.000059,0.000034,PROP
2634202,MAXIM,Eyecare,"Jan 01, 2026 - Jan 31, 2026",2703,260.75,1,1,260.75,260.75,0.000059,0.000034,PROP
1120387,17.,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2703,260.75,1,1,260.75,260.75,0.000059,0.000034,BOOTS
1123439,Gillette,Mens,"Jan 01, 2026 - Jan 31, 2026",2703,260.75,1,1,260.75,260.75,0.000059,0.000034,PROP
2928752,BOOTS AQUA HYDRATING,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2708,260.74,2,2,130.37,130.37,0.000059,0.000067,BOOTS
2775698,BROWIT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",2709,259.82,2,2,129.91,129.91,0.000059,0.000067,PROP
2767385,DHC,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",2710,259.81,1,1,259.81,259.81,0.000059,0.000034,PROP
1100801,KOOL FEVER,First Aid,"Jan 01, 2026 - Jan 31, 2026",2710,259.81,4,2,129.905,64.9525,0.000059,0.000135,PROP
2677815,PROVAMED,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",2710,259.81,2,1,259.81,129.905,0.000059,0.000067,PROP
1116425,ELLIPS,Haircare,"Jan 01, 2026 - Jan 31, 2026",2713,258.87,3,3,86.29,86.29,0.000059,0.000101,PROP
1086199,ELIS,Feminine Hygien,"Jan 01, 2026 - Jan 31, 2026",2714,257.96,4,4,64.49,64.49,0.000058,0.000135,PROP
8789134,BOOTS FEMININE,Feminine Hygien,"Jan 01, 2026 - Jan 31, 2026",2714,257.96,8,4,64.49,32.245,0.000058,0.000269,BOOTS
